datadate,tic,prccd,ajexdi,prcod,prchd,prcld,cshtrd
20090220,SPY,77.42,1.0,76.73,78.34,75.77,476967600.0
20090223,SPY,74.65,1.0,78.27,78.27,74.59,378919600.0
20090224,SPY,77.48,1.0,75.29,77.95,74.7003,426139900.0
20090225,SPY,76.872,1.0,77.14,78.42,75.63,461709400.0
20090226,SPY,75.62,1.0,77.82,79.6667,75.53,363095700.0
20090227,SPY,73.93,1.0,74.01,75.6872,73.81,470430700.0
20090302,SPY,70.6,1.0,72.52,73.9169,70.37,426171400.0
20090303,SPY,70.07,1.0,71.61,71.7,69.64,443277000.0
20090304,SPY,71.73,1.0,71.23,72.87,70.0729,461728200.0
20090305,SPY,68.8,1.0,70.1,71.73,68.17,485124800.0
20090306,SPY,68.92,1.0,69.4,70.45,67.1,490389400.0
20090309,SPY,68.11,1.0,67.95,70.0,67.73,379708400.0
20090310,SPY,72.17,1.0,69.51,72.37,69.37,405794300.0
20090311,SPY,72.64,1.0,73.0,73.75,71.83,356603100.0
20090312,SPY,75.5,1.0,72.62,75.75,71.97,409556900.0
20090313,SPY,76.09,1.0,76.01,76.98,74.73,336785600.0
20090316,SPY,75.86,1.0,76.96,77.97,75.81,360356100.0
20090317,SPY,78.18,1.0,76.07,78.36,75.45,356790700.0
20090318,SPY,79.93,1.0,77.81,80.9,77.07,468196700.0
20090319,SPY,78.94,1.0,80.93,81.0,78.69,428426400.0
20090320,SPY,76.71,1.0,78.76,78.91,76.53,371022100.0
20090323,SPY,82.22,1.0,78.74,82.29,78.31,419865700.0
20090324,SPY,80.6,1.0,81.24,82.36,80.51,330263900.0
20090325,SPY,81.45,1.0,81.23,82.7,79.06,440654200.0
20090326,SPY,83.11,1.0,82.25,83.3,81.32,421528400.0
20090327,SPY,81.61,1.0,82.05,82.53,81.31,319721000.0
20090330,SPY,78.79,1.0,79.8,79.87,77.96,323870500.0
20090331,SPY,79.52,1.0,79.56,81.08,79.05,362533100.0
20090401,SPY,81.06,1.0,78.53,81.42,78.33,376598800.0
20090402,SPY,83.43,1.0,83.08,84.61,81.1296,475980100.0
20090403,SPY,84.26,1.0,83.49,84.28,82.67,284492900.0
20090406,SPY,83.6,1.0,83.34,84.2747,82.29,264712900.0
20090407,SPY,81.65,1.0,82.25,82.65,81.51,258894500.0
20090408,SPY,82.53,1.0,82.06,82.94,81.54,230082500.0
20090409,SPY,85.81,1.0,84.67,85.82,84.33,269505000.0
20090413,SPY,85.83,1.0,84.92,86.54,84.58,224708700.0
20090414,SPY,84.35,1.0,85.03,85.76,84.08,276057700.0
20090415,SPY,85.25,1.0,83.84,85.42,83.61,250500300.0
20090416,SPY,86.5,1.0,85.93,87.15,84.77,335001800.0
20090417,SPY,87.08,1.0,86.83,87.65,86.14,258522800.0
20090420,SPY,83.43,1.0,85.54,87.0489,83.34,293430700.0
20090421,SPY,85.06,1.0,82.82,85.13,82.75,300230900.0
20090422,SPY,84.54,1.0,84.29,86.34,84.07,341145700.0
20090423,SPY,85.37,1.0,84.71,85.42,83.63,319572400.0
20090424,SPY,86.66,1.0,86.03,87.31,85.69,287604200.0
20090427,SPY,85.84,1.0,85.68,87.01,85.54,289491900.0
20090428,SPY,85.57,1.0,84.97,86.59,84.76,247528400.0
20090429,SPY,87.39,1.0,86.52,88.36,86.3,311269600.0
20090430,SPY,87.42,1.0,88.55,89.02,86.92,301054900.0
20090501,SPY,87.89,1.0,87.44,88.21,86.72,235618800.0
20090504,SPY,90.88,1.0,88.55,90.94,88.38,286443500.0
20090505,SPY,90.57,1.0,90.57,90.93,89.84,242915500.0
20090506,SPY,92.141,1.0,91.68,92.2,90.61,291256300.0
20090507,SPY,90.86,1.0,93.01,93.15,90.28,317296300.0
20090508,SPY,92.98,1.0,92.03,93.22,90.911,299006300.0
20090511,SPY,91.24,1.0,91.7,92.11,91.04,247542200.0
20090512,SPY,90.97,1.0,91.63,91.83,89.85,282172000.0
20090513,SPY,88.68,1.0,89.74,90.01,88.5,269312300.0
20090514,SPY,89.44,1.0,88.72,90.12,88.5,259817600.0
20090515,SPY,88.71,1.0,89.37,90.0,88.15,271434900.0
20090518,SPY,91.23,1.0,89.55,91.34,88.5702,241366600.0
20090519,SPY,91.12,1.0,91.18,91.97,90.81,205693300.0
20090520,SPY,90.51,1.0,91.95,92.8,90.41,285345200.0
20090521,SPY,89.21,1.0,89.46,89.8,88.26,258399500.0
20090522,SPY,89.02,1.0,89.46,90.0,88.68,166715100.0
20090526,SPY,91.3,1.0,88.36,91.56,88.32,236155900.0
20090527,SPY,89.67,1.0,91.44,91.75,89.53,245960700.0
20090528,SPY,90.92,1.0,90.46,91.34,89.1,289003100.0
20090529,SPY,92.53,1.0,91.42,93.7,90.68,258258000.0
20090601,SPY,94.77,1.0,93.67,95.17,93.43,276099500.0
20090602,SPY,94.85,1.0,94.4,95.37,87.53,230349800.0
20090603,SPY,93.65,1.0,94.04,94.13,92.76,235273100.0
20090604,SPY,94.53,1.0,94.0,94.67,93.3,209742800.0
20090605,SPY,94.55,1.0,95.49,95.67,93.8,284191200.0
20090608,SPY,94.16,1.0,93.84,95.1,93.04,238468700.0
20090609,SPY,94.64,1.0,94.69,95.145,94.02,224906100.0
20090610,SPY,94.4,1.0,95.48,95.49,93.19,295597300.0
20090611,SPY,94.82,1.0,94.58,96.11,94.56,274230400.0
20090612,SPY,95.08,1.0,94.4,95.14,94.0,184346500.0
20090615,SPY,92.9,1.0,93.96,94.02,92.4,224098900.0
20090616,SPY,91.64,1.0,93.23,93.29,91.58,226966200.0
20090617,SPY,91.55,1.0,91.6,92.33,90.83,223351100.0
20090618,SPY,92.219,1.0,91.69,92.67,91.25,211345100.0
20090619,SPY,92.04,1.0,92.58,92.7,91.52,213279800.0
20090622,SPY,89.28,1.0,91.14,91.19,89.25,247203700.0
20090623,SPY,89.35,1.0,89.47,89.88,88.85,188081900.0
20090624,SPY,90.118,1.0,90.16,91.08,89.6,211484500.0
20090625,SPY,92.08,1.0,89.67,92.17,89.57,278994000.0
20090626,SPY,91.84,1.0,91.77,92.24,91.27,167514900.0
20090629,SPY,92.7,1.0,92.11,92.82,91.6,168354800.0
20090630,SPY,91.95,1.0,92.72,93.06,91.27,228763900.0
20090701,SPY,92.33,1.0,92.34,93.23,92.21,172930700.0
20090702,SPY,89.81,1.0,91.13,92.3624,89.76,212100800.0
20090706,SPY,89.8,1.0,88.94,89.93,88.66,170497400.0
20090707,SPY,88.06,1.0,89.71,89.82,88.0,198431900.0
20090708,SPY,88.0,1.0,88.59,88.8,87.0,247835800.0
20090709,SPY,88.17,1.0,88.61,88.9,87.91,163715000.0
20090710,SPY,87.96,1.0,87.7,88.49,87.35,173364200.0
20090713,SPY,90.102,1.0,88.31,90.17,87.59,216764400.0
20090714,SPY,90.61,1.0,90.38,90.69,89.73,181176400.0
20090715,SPY,93.26,1.0,91.81,93.51,90.6795,219797600.0
20090716,SPY,93.11,1.0,93.0,94.51,92.82,231074900.0
20090717,SPY,94.13,1.0,94.06,94.32,93.54,138442800.0
20090720,SPY,95.131,1.0,94.68,95.29,94.19,164038800.0
20090721,SPY,95.57,1.0,95.87,95.9,94.42,217310000.0
20090722,SPY,95.55,1.0,94.96,96.13,94.89,195906600.0
20090723,SPY,97.661,1.0,95.61,98.08,95.53,258236200.0
20090724,SPY,98.06,1.0,97.2,98.14,96.69,153733300.0
20090727,SPY,98.35,1.0,97.88,98.4,97.34,158899700.0
20090728,SPY,97.89,1.0,97.66,98.37,97.06,186422400.0
20090729,SPY,97.652,1.0,97.44,98.088,96.98,194216200.0
20090730,SPY,98.67,1.0,98.83,99.83,98.6,225340200.0
20090731,SPY,98.81,1.0,98.65,99.47,98.38,207289600.0
20090803,SPY,100.44,1.0,99.85,100.53,99.31,175319400.0
20090804,SPY,100.7,1.0,99.99,100.84,99.78,176566200.0
20090805,SPY,100.41,1.0,100.77,100.855,99.58,184253100.0
20090806,SPY,99.89,1.0,100.87,101.02,99.42,193030700.0
20090807,SPY,101.202,1.0,100.94,102.03,100.39,220578000.0
20090810,SPY,100.99,1.0,100.74,101.22,100.27,130676800.0
20090811,SPY,99.73,1.0,100.54,100.61,99.46,157225900.0
20090812,SPY,100.8,1.0,99.56,101.56,99.51,218707400.0
20090813,SPY,101.57,1.0,101.26,101.61,100.26,176343600.0
20090814,SPY,100.79,1.0,101.52,101.6,99.7,199574400.0
20090817,SPY,98.31,1.0,98.85,98.95,98.115,237584200.0
20090818,SPY,99.09,1.0,98.53,99.44,98.35,173385600.0
20090819,SPY,99.96,1.0,98.31,100.3,98.21,192202200.0
20090820,SPY,100.99,1.0,100.09,101.22,99.87,173902500.0
20090821,SPY,102.97,1.0,101.82,103.13,101.62,224426700.0
20090824,SPY,102.96,1.0,103.39,103.95,102.59,190984100.0
20090825,SPY,103.16,1.0,103.37,104.26,102.94,214733900.0
20090826,SPY,103.17,1.0,102.84,103.64,102.49,194107500.0
20090827,SPY,103.4,1.0,103.11,103.72,101.94,195812500.0
20090828,SPY,103.38,1.0,104.23,104.35,102.67,146958500.0
20090831,SPY,102.46,1.0,102.37,102.58,101.79,175906700.0
20090901,SPY,100.2,1.0,101.95,103.24,99.99,321103400.0
20090902,SPY,99.82,1.0,99.78,100.44,99.57,171505900.0
20090903,SPY,100.65,1.0,100.4,100.77,99.59,143299600.0
20090904,SPY,102.06,1.0,100.85,102.09,100.55,142577900.0
20090908,SPY,102.94,1.0,103.0,103.05,102.39,132760800.0
20090909,SPY,103.73,1.0,103.12,104.08,102.8,154405300.0
20090910,SPY,104.79,1.0,103.8,104.86,103.22,162723300.0
20090911,SPY,104.77,1.0,104.99,105.3,104.28,152247000.0
20090914,SPY,105.28,1.0,103.88,105.46,103.15,149466700.0
20090915,SPY,105.72,1.0,105.45,106.11,104.76,196614900.0
20090916,SPY,107.32,1.0,106.1,107.34,105.7288,205927200.0
20090917,SPY,107.16,1.0,107.17,108.06,106.57,227264900.0
20090918,SPY,106.72,1.0,107.15,107.16,106.36,153708000.0
20090921,SPY,106.45,1.0,105.89,107.0,105.66,151762900.0
20090922,SPY,107.07,1.0,107.08,107.37,106.6,142636200.0
20090923,SPY,106.18,1.0,107.32,108.03,105.99,225745100.0
20090924,SPY,105.01,1.0,106.41,106.64,104.55,228477500.0
20090925,SPY,104.45,1.0,104.78,105.36,104.09,204009000.0
20090928,SPY,106.32,1.0,104.85,106.55,104.83,118149800.0
20090929,SPY,106.0,1.0,106.51,107.02,105.78,133480900.0
20090930,SPY,105.59,1.0,106.36,106.46,104.62,253976300.0
20091001,SPY,103.0,1.0,105.34,105.7331,102.95,280556000.0
20091002,SPY,102.49,1.0,102.02,103.1,101.99,224619100.0
20091005,SPY,104.02,1.0,102.9,104.32,102.6,149779400.0
20091006,SPY,105.51,1.0,104.77,106.11,104.71,202423200.0
20091007,SPY,105.8,1.0,105.27,105.91,105.07,158901900.0
20091008,SPY,106.61,1.0,106.55,107.17,105.8449,183096400.0
20091009,SPY,107.26,1.0,106.64,107.26,106.36,134960100.0
20091012,SPY,107.68,1.0,107.76,108.09,107.28,117859000.0
20091013,SPY,107.46,1.0,107.39,107.7132,106.76,157297800.0
20091014,SPY,109.31,1.0,108.72,109.42,107.4174,191312300.0
20091015,SPY,109.71,1.0,108.78,109.71,108.73,173759800.0
20091016,SPY,108.89,1.0,108.8,109.27,108.23,191968600.0
20091019,SPY,109.79,1.0,109.07,110.13,108.73,159301500.0
20091020,SPY,109.211,1.0,109.95,109.985,108.68,180806300.0
20091021,SPY,108.23,1.0,109.04,110.31,108.15,225245200.0
20091022,SPY,109.33,1.0,108.19,109.68,107.5,237166400.0
20091023,SPY,108.08,1.0,109.69,109.76,107.63,239912100.0
20091026,SPY,106.91,1.0,108.2,109.31,106.61,241602500.0
20091027,SPY,106.42,1.0,107.03,107.39,106.16,252480700.0
20091028,SPY,104.41,1.0,106.15,106.4783,104.35,247467700.0
20091029,SPY,106.65,1.0,105.19,106.86,104.94,197945100.0
20091030,SPY,103.56,1.0,106.3,106.62,103.44,325473400.0
20091102,SPY,104.32,1.0,104.13,105.41,103.08,254115800.0
20091103,SPY,104.65,1.0,103.74,104.8,103.54,227284800.0
20091104,SPY,104.92,1.0,105.51,106.33,104.65,247415400.0
20091105,SPY,106.8501,1.0,105.66,106.88,105.44,179750000.0
20091106,SPY,107.13,1.0,106.26,107.4,106.05,170894100.0
20091109,SPY,109.57,1.0,107.95,109.63,107.87,159144500.0
20091110,SPY,109.59,1.0,109.31,109.93,108.97,171621000.0
20091111,SPY,110.15,1.0,110.31,110.82,109.62,169196100.0
20091112,SPY,109.03,1.0,110.0,110.57,108.75,157033600.0
20091113,SPY,109.62,1.0,109.31,110.09,108.75,150929300.0
20091116,SPY,111.21,1.0,110.38,111.69,110.32,209541600.0
20091117,SPY,111.339,1.0,110.92,111.39,110.5,146868500.0
20091118,SPY,111.27,1.0,111.26,111.43,110.57,156287400.0
20091119,SPY,109.82,1.0,110.51,111.3059,109.13,208636800.0
20091120,SPY,109.43,1.0,109.25,109.76,109.01,134150100.0
20091123,SPY,110.82,1.0,110.72,111.74,110.6,147833400.0
20091124,SPY,110.99,1.0,111.0,111.2022,110.01,138282200.0
20091125,SPY,111.38,1.0,111.17,111.5,110.82,109466100.0
20091127,SPY,109.57,1.0,108.4,110.32,108.29,126001800.0
20091130,SPY,109.94,1.0,109.48,110.2,108.12,160641000.0
20091201,SPY,111.3,1.0,110.92,111.66,110.73,159513500.0
20091202,SPY,111.25,1.0,111.28,112.01,110.92,131400700.0
20091203,SPY,110.38,1.0,111.55,112.18,110.29,166891400.0
20091204,SPY,111.01,1.0,111.84,112.38,110.04,274866000.0
20091207,SPY,110.84,1.0,110.91,111.53,110.49,127748100.0
20091208,SPY,109.61,1.0,110.04,110.7725,109.27,169682100.0
20091209,SPY,110.021,1.0,109.58,110.18,109.02,154955200.0
20091210,SPY,110.64,1.0,110.7,111.12,110.45,137953200.0
20091211,SPY,111.11,1.0,111.11,111.36,110.61,124787000.0
20091214,SPY,111.87,1.0,111.87,112.0,105.476,106648400.0
20091215,SPY,111.35,1.0,111.46,111.92,111.0,120346500.0
20091216,SPY,111.52,1.0,111.8,112.13,111.27,154997000.0
20091217,SPY,110.18,1.0,110.72,110.93,110.08,183230200.0
20091218,SPY,110.21,1.0,110.2,110.3,109.28,172357900.0
20091221,SPY,111.33,1.0,110.76,111.7,110.76,117938000.0
20091222,SPY,111.73,1.0,111.57,111.97,111.425,91645530.0
20091223,SPY,111.95,1.0,112.0,112.11,111.5,111734000.0
20091224,SPY,112.48,1.0,112.19,112.6,111.9948,39677470.0
20091228,SPY,112.72,1.0,112.9,112.99,112.32,87373660.0
20091229,SPY,112.562,1.0,113.01,113.03,112.55,80503280.0
20091230,SPY,112.52,1.0,112.23,112.65,112.17,72944850.0
20091231,SPY,111.44,1.0,112.77,112.8,111.39,90091230.0
20100104,SPY,113.33,1.0,112.37,113.39,111.51,118851200.0
20100105,SPY,113.63,1.0,113.26,113.68,112.85,111492400.0
20100106,SPY,113.71,1.0,113.52,113.99,113.43,116001900.0
20100107,SPY,114.19,1.0,113.5,114.33,113.18,130497000.0
20100108,SPY,114.57,1.0,113.89,114.62,113.66,126268300.0
20100111,SPY,114.73,1.0,115.08,115.13,114.235,105811800.0
20100112,SPY,113.66,1.0,113.97,114.21,113.22,166485200.0
20100113,SPY,114.62,1.0,113.95,114.94,113.37,161722400.0
20100114,SPY,114.93,1.0,114.49,115.14,114.42,115606800.0
20100115,SPY,113.64,1.0,114.73,114.84,113.2,212091500.0
20100119,SPY,115.06,1.0,113.62,115.13,113.59,138628400.0
20100120,SPY,113.89,1.0,114.28,114.45,112.98,216265600.0
20100121,SPY,111.7,1.0,113.92,114.27,111.56,342731900.0
20100122,SPY,109.21,1.0,111.2,111.7416,109.09,345327900.0
20100125,SPY,109.77,1.0,110.21,110.41,109.41,186679800.0
20100126,SPY,109.31,1.0,109.34,110.47,109.04,210551500.0
20100127,SPY,109.83,1.0,109.17,110.08,108.33,271473300.0
20100128,SPY,108.57,1.0,110.19,110.25,107.91,315478800.0
20100129,SPY,107.39,1.0,109.04,109.8,107.22,310371900.0
20100201,SPY,109.06,1.0,108.15,109.07,107.5008,187326700.0
20100202,SPY,110.38,1.0,109.26,110.59,108.88,216191100.0
20100203,SPY,109.83,1.0,109.88,110.4815,109.51,172501600.0
20100204,SPY,106.44,1.0,108.98,109.03,106.42,355839900.0
20100205,SPY,106.66,1.0,106.56,106.88,104.58,493465700.0
20100208,SPY,105.89,1.0,106.74,107.33,105.8099,223906900.0
20100209,SPY,107.22,1.0,107.13,108.15,106.27,337683600.0
20100210,SPY,107.01,1.0,107.05,107.6,106.11,240309700.0
20100211,SPY,108.13,1.0,106.87,108.25,106.25,223328000.0
20100212,SPY,108.04,1.0,106.99,108.1012,106.51,304188900.0
20100216,SPY,109.74,1.0,108.86,109.85,107.821,159023700.0
20100217,SPY,110.26,1.0,110.27,110.41,109.74,168582500.0
20100218,SPY,110.91,1.0,110.08,111.14,110.035,192670600.0
20100219,SPY,111.14,1.0,110.62,111.57,110.36,215383900.0
20100222,SPY,111.16,1.0,111.55,111.58,110.83,132094900.0
20100223,SPY,109.81,1.0,110.86,111.2,109.52,205757700.0
20100224,SPY,110.82,1.0,110.14,111.0,109.86,175741500.0
20100225,SPY,110.67,1.0,109.24,110.75,108.94,258973200.0
20100226,SPY,110.74,1.0,110.77,111.12,110.11,173335700.0
20100301,SPY,111.89,1.0,111.2,112.0,111.17,147491700.0
20100302,SPY,112.2,1.0,112.37,112.74,112.0,160899700.0
20100303,SPY,112.3,1.0,112.49,112.97,112.02,150523700.0
20100304,SPY,112.641,1.0,112.45,112.8,112.03,135516000.0
20100305,SPY,114.25,1.0,113.37,114.34,113.1,176038600.0
20100308,SPY,114.27,1.0,114.26,114.52,114.07,114509000.0
20100309,SPY,114.46,1.0,113.93,114.99,113.87,154340600.0
20100310,SPY,114.97,1.0,114.51,115.275,114.41,185839000.0
20100311,SPY,115.45,1.0,114.7,115.48,114.35,160377000.0
20100312,SPY,115.46,1.0,115.95,115.97,115.14,161859700.0
20100315,SPY,115.49,1.0,115.26,115.575,114.6,146525400.0
20100316,SPY,116.41,1.0,115.81,116.52,115.49,168533300.0
20100317,SPY,117.1,1.0,116.76,117.48,116.4198,177130700.0
20100318,SPY,117.0375,1.0,117.11,117.27,116.57,196293000.0
20100319,SPY,115.97,1.0,116.96,117.293,115.52,225478300.0
20100322,SPY,116.5925,1.0,115.31,116.8,115.24,184070400.0
20100323,SPY,117.41,1.0,116.76,117.51,116.38,182598300.0
20100324,SPY,116.84,1.0,116.97,117.4264,115.58,191154700.0
20100325,SPY,116.65,1.0,117.63,118.1666,116.51,222757400.0
20100326,SPY,116.582,1.0,116.87,117.42,116.12,205608400.0
20100329,SPY,117.32,1.0,117.1699,117.53,116.6886,134244600.0
20100330,SPY,117.4,1.0,117.46,117.83,116.91,145679900.0
20100331,SPY,117.0,1.0,116.95,117.52,116.61,160870200.0
20100401,SPY,117.8,1.0,117.8,118.25,117.1,161056900.0
20100405,SPY,118.76,1.0,118.25,118.84,117.92,105614000.0
20100406,SPY,119.04,1.0,118.42,119.25,118.29,110182400.0
20100407,SPY,118.36,1.0,118.8,119.3567,117.81,184416600.0
20100408,SPY,118.7725,1.0,117.95,118.97,117.6,158465200.0
20100409,SPY,119.55,1.0,119.02,119.6,118.8,132635100.0
20100412,SPY,119.74,1.0,119.7,120.05,119.56,110188000.0
20100413,SPY,119.83,1.0,119.62,120.04,119.0,124954500.0
20100414,SPY,121.19,1.0,120.27,121.19,120.08,160140900.0
20100415,SPY,121.29,1.0,120.99,121.5654,120.95,144448700.0
20100416,SPY,119.36,1.0,120.86,121.285,118.75,364325500.0
20100419,SPY,119.81,1.0,119.01,119.93,118.47,217574200.0
20100420,SPY,120.88,1.0,120.56,120.98,119.871,157442600.0
20100421,SPY,120.66,1.0,120.95,121.23,119.99,192774000.0
20100422,SPY,121.02,1.0,119.81,121.17,119.12,239011900.0
20100423,SPY,121.8125,1.0,120.94,121.86,120.63,177208400.0
20100426,SPY,121.35,1.0,121.85,122.12,121.23,143312400.0
20100427,SPY,118.48,1.0,120.65,121.3346,118.25,354853700.0
20100428,SPY,119.38,1.0,119.05,119.68,118.27,300484300.0
20100429,SPY,120.8575,1.0,120.1,121.11,120.07,193616000.0
20100430,SPY,118.8125,1.0,120.88,121.01,118.78,269823100.0
20100503,SPY,120.35,1.0,119.38,120.68,119.2,182589100.0
20100504,SPY,117.52,1.0,119.01,119.03,116.92,359946000.0
20100505,SPY,116.82,1.0,116.56,117.8,115.97,328918100.0
20100506,SPY,112.942,1.0,116.26,117.0,105.0,636110600.0
20100507,SPY,111.26,1.0,112.64,113.77,109.41,636646500.0
20100510,SPY,116.16,1.0,115.81,116.65,114.91,395889300.0
20100511,SPY,115.83,1.0,115.07,117.36,114.91,314167300.0
20100512,SPY,117.45,1.0,116.29,117.62,116.09,235276200.0
20100513,SPY,115.99,1.0,117.13,117.68,115.89,234274000.0
20100514,SPY,113.89,1.0,115.12,115.33,112.87,345411800.0
20100517,SPY,113.95,1.0,114.2,114.52,111.77,325675700.0
20100518,SPY,112.4,1.0,114.88,115.22,112.03,359962000.0
20100519,SPY,111.76,1.0,111.77,112.77,110.36,394299200.0
20100520,SPY,107.54,1.0,109.38,109.89,107.47,526825300.0
20100521,SPY,109.115,1.0,105.91,109.38,105.3612,500570100.0
20100524,SPY,107.71,1.0,108.52,109.39,107.61,268944400.0
20100525,SPY,107.818,1.0,105.11,107.87,104.38,395592100.0
20100526,SPY,107.17,1.0,108.48,109.47,106.85,348589200.0
20100527,SPY,110.76,1.0,109.19,110.8,108.7801,300322900.0
20100528,SPY,109.369,1.0,110.64,110.724,108.85,297247700.0
20100601,SPY,107.53,1.0,108.35,109.95,107.37,277218100.0
20100602,SPY,110.33,1.0,108.08,110.34,107.5091,239971300.0
20100603,SPY,110.71,1.0,110.65,111.06,109.58,226433600.0
20100604,SPY,106.82,1.0,108.61,109.33,106.465,395144300.0
20100607,SPY,105.49,1.0,107.2,107.61,105.41,264297100.0
20100608,SPY,106.62,1.0,105.57,106.83,104.65,357464300.0
20100609,SPY,106.05,1.0,107.24,108.28,105.6,267733000.0
20100610,SPY,109.15,1.0,107.86,109.28,106.0426,317628700.0
20100611,SPY,109.68,1.0,108.19,109.75,108.12,215029800.0
20100614,SPY,109.509,1.0,110.52,111.12,109.4,206915100.0
20100615,SPY,112.0,1.0,110.28,112.1,110.09,237627200.0
20100616,SPY,111.96,1.0,111.42,112.42,111.2,216047200.0
20100617,SPY,112.14,1.0,112.28,112.33,111.05,263023200.0
20100618,SPY,111.729,1.0,111.83,112.13,111.37,173745700.0
20100621,SPY,111.41,1.0,113.12,113.2,110.79,212533600.0
20100622,SPY,109.57,1.0,111.41,111.9,109.41,238681300.0
20100623,SPY,109.23,1.0,109.64,110.03,108.48,254488900.0
20100624,SPY,107.42,1.0,108.69,108.83,107.14,265929500.0
20100625,SPY,107.8675,1.0,107.74,108.42,106.77,237589600.0
20100628,SPY,107.53,1.0,108.03,108.32,107.14,168860700.0
20100629,SPY,104.21,1.0,106.02,107.5114,103.55,373112900.0
20100630,SPY,103.22,1.0,103.92,104.88,102.88,283142200.0
20100701,SPY,102.76,1.0,103.15,103.49,101.13,382583100.0
20100702,SPY,102.2,1.0,103.11,103.42,101.62,233248900.0
20100706,SPY,102.87,1.0,103.64,104.37,101.88,255745000.0
20100707,SPY,106.1075,1.0,103.13,106.24,103.02,253408900.0
20100708,SPY,107.16,1.0,107.0,107.28,105.91,210591300.0
20100709,SPY,107.96,1.0,107.13,107.97,106.93,144916800.0
20100712,SPY,108.03,1.0,107.6,108.24,107.15,130931500.0
20100713,SPY,109.66,1.0,109.15,110.09,108.93,212458800.0
20100714,SPY,109.651,1.0,109.31,110.08,108.86,184293000.0
20100715,SPY,109.68,1.0,109.61,110.06,108.17,231540900.0
20100716,SPY,106.66,1.0,109.09,109.2059,106.45,282573200.0
20100719,SPY,107.29,1.0,107.05,107.63,106.22,186368900.0
20100720,SPY,108.48,1.0,105.87,108.56,105.82,257757300.0
20100721,SPY,107.07,1.0,109.04,109.07,106.63,264321600.0
20100722,SPY,109.461,1.0,108.34,109.94,108.33,274415000.0
20100723,SPY,110.41,1.0,109.24,110.57,108.93,221870000.0
20100726,SPY,111.56,1.0,110.6,111.67,110.29,181958600.0
20100727,SPY,111.55,1.0,112.17,112.29,111.11,204763900.0
20100728,SPY,110.83,1.0,111.32,111.66,110.46,162865200.0
20100729,SPY,110.29,1.0,111.52,111.82,109.41,219964300.0
20100730,SPY,110.27,1.0,109.17,110.86,108.98,219876800.0
20100802,SPY,112.76,1.0,111.99,112.94,111.54,188026000.0
20100803,SPY,112.22,1.0,112.48,112.77,111.85,146423500.0
20100804,SPY,112.97,1.0,112.53,113.11,112.16,157967500.0
20100805,SPY,112.85,1.0,112.25,112.91,112.08,140340000.0
20100806,SPY,112.392,1.0,111.74,112.57,110.92,239586600.0
20100809,SPY,112.992,1.0,112.92,113.18,112.32,120456100.0
20100810,SPY,112.375,1.0,112.03,112.98,111.3701,242664600.0
20100811,SPY,109.3,1.0,110.65,110.69,109.12,272663700.0
20100812,SPY,108.63,1.0,107.65,109.02,107.6,236334600.0
20100813,SPY,108.31,1.0,108.29,108.96,108.18,158339200.0
20100816,SPY,108.26,1.0,107.57,108.61,107.18,147537200.0
